,Line,Group,Left,Right,ref_transcript,hyp_transcript,asr_hyp,interview_name,diff_name,diff_typ
27601,1410,di- <-> d,di- , d,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,is_lexical,morpho_syntax
27602,1791,a <-> an,a , an,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,is_lexical,morpho_syntax
27603,1925,how he <-> i,how he , i,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,is_lexical,morpho_syntax
27604,2265,aks <-> ask,aks , ask,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,is_lexical,morpho_syntax
27605,2594,a <-> the,a , the,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,is_lexical,morpho_syntax
27606,2806,aight <-> i,aight , i,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,is_lexical,morpho_syntax
27607,504,mo is <-> mo's,mo is , mo's,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,is_contraction,reductions
27608,2227,they're <-> they are,they're , they are,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,is_contraction,reductions
27609,314,nah <-> oh,nah , oh,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,filler_sub,verbatim
27610,1407,mkay <-> okay,mkay , okay,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,filler_sub,verbatim
27611,1453,ah <-> oh,ah , oh,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,filler_sub,verbatim
27612,2139,mkay <-> okay,mkay , okay,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,filler_sub,verbatim
27613,2259,mkay <-> okay,mkay , okay,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,filler_sub,verbatim
27614,2848,oh <-> uh,oh , uh,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,filler_sub,verbatim
27615,95,uh <-> ***,uh , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,filler_del,verbatim
27616,443,uh <-> ***,uh , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,filler_del,verbatim
27617,1385,uh <-> ***,uh , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,filler_del,verbatim
27618,2443,um <-> ***,um , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,filler_del,verbatim
27619,114,all- <-> ***,all- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27620,163,i mean- <-> ***,i mean- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27621,488,and y- <-> ***,and y- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27622,527,a- <-> ***,a- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27623,954,y- <-> ***,y- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27624,1110,how's- <-> ***,how's- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27625,1139,m- <-> ***,m- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27626,1146,it- we- <-> ***,it- we- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27627,1220,bas- <-> ***,bas- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27628,1222,of- <-> ***,of- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27629,1249,like it- <-> ***,like it- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27630,1581,sh- <-> ***,sh- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27631,1755,it- <-> ***,it- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27632,1802,d- <-> ***,d- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27633,1916,s- <-> ***,s- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27634,2361,ev- <-> ***,ev- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27635,2718,s- <-> ***,s- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27636,2747,m- <-> ***,m- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27637,2857,what- <-> ***,what- , ***,coraal,revai_v2-async,True,DCB_se1_ag2_m_03_1,del_restart,verbatim
27638,3441,do <-> ***,do , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,invariant_be_19b,morpho_syntax
27639,5609,*** <-> don't,*** , don't,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,invariant_be_19b,morpho_syntax
27640,1617,i'll <-> i,i'll , i,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,future_ll_del_19c,morpho_syntax
27641,4707,dollar <-> dollars,dollar , dollars,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,final_s_del_20a_21b,morpho_syntax
27642,2953,perform <-> performed,perform , performed,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,stem_for_past_20e,morpho_syntax
27643,3263,enjoy <-> enjoyed,enjoy , enjoyed,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,stem_for_past_20e,morpho_syntax
27644,4357,enjoy <-> enjoyed,enjoy , enjoyed,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,stem_for_past_20e,morpho_syntax
27645,1247,it <-> ***,it , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,add_pronoun_21d,morpho_syntax
27646,274,cause <-> ***,cause , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_red_form,morpho_syntax
27647,1266,r-remember <-> remember,r-remember , remember,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_red_form,morpho_syntax
27648,1754,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_red_form,morpho_syntax
27649,1804,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_red_form,morpho_syntax
27650,1516,i <-> ***,i , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_lexical,morpho_syntax
27651,1770,*** <-> i,*** , i,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_lexical,morpho_syntax
27652,1779,i <-> ***,i , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_lexical,morpho_syntax
27653,2205,uh <-> a,uh , a,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_lexical,morpho_syntax
27654,2741,a <-> uh,a , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_lexical,morpho_syntax
27655,3554,i <-> ***,i , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_lexical,morpho_syntax
27656,3832,*** <-> i,*** , i,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_lexical,morpho_syntax
27657,3868,a <-> the,a , the,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_lexical,morpho_syntax
27658,5255,i've- <-> i,i've- , i,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_lexical,morpho_syntax
27659,5737,i <-> how about,i , how about,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_lexical,morpho_syntax
27660,3890,where did <-> where'd,where did , where'd,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_contraction,reductions
27661,4050,when'd <-> when did,when'd , when did,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_contraction,reductions
27662,4115,what did <-> what'd,what did , what'd,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_contraction,reductions
27663,5639,how'd <-> how did,how'd , how did,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,is_contraction,reductions
27664,197,um <-> uh,um , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27665,341,um <-> uh,um , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27666,477,um <-> uh,um , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27667,754,um <-> uh,um , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27668,1091,um <-> uh,um , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27669,1126,uh <-> um,uh , um,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27670,1238,um <-> uh,um , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27671,1271,um <-> uh,um , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27672,1511,um <-> uh,um , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27673,1524,um <-> uh,um , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27674,1994,uh <-> oh,uh , oh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27675,2595,um <-> uh,um , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27676,2923,um <-> uh,um , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27677,3662,um <-> uh,um , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27678,3720,um <-> uh,um , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27679,3813,um <-> uh,um , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27680,4173,um <-> uh,um , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27681,4228,um <-> uh,um , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27682,4343,oh <-> uh,oh , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27683,4693,uh <-> um,uh , um,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27684,5660,oh <-> uh,oh , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_sub,verbatim
27685,72,hm <-> ***,hm , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_del,verbatim
27686,261,uh <-> ***,uh , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_del,verbatim
27687,381,uh <-> ***,uh , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_del,verbatim
27688,705,mm <-> ***,mm , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_del,verbatim
27689,811,uh <-> ***,uh , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_del,verbatim
27690,1155,*** <-> uh,*** , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_del,verbatim
27691,1428,mm <-> ***,mm , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_del,verbatim
27692,1520,uh <-> ***,uh , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_del,verbatim
27693,1538,um <-> ***,um , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_del,verbatim
27694,2326,*** <-> uh,*** , uh,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_del,verbatim
27695,2841,mm <-> ***,mm , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_del,verbatim
27696,3240,yup <-> ***,yup , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_del,verbatim
27697,3456,uh <-> ***,uh , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_del,verbatim
27698,5728,hm <-> ***,hm , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,filler_del,verbatim
27699,402,old- <-> ***,old- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27700,712,mm- <-> ***,mm- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27701,1207,f- <-> ***,f- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27702,1343,and i- <-> ***,and i- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27703,1738,y- <-> ***,y- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27704,1813,sch- <-> ***,sch- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27705,1860,w-w- <-> ***,w-w- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27706,2183,m- <-> ***,m- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27707,2218,ther- <-> ***,ther- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27708,2448,a- <-> ***,a- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27709,2718,s- <-> ***,s- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27710,2765,a- <-> ***,a- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27711,2908,the- <-> ***,the- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27712,3458,a- <-> ***,a- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27713,3592,it wa- <-> ***,it wa- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27714,4640,d- <-> ***,d- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27715,4772,it- <-> ***,it- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27716,4774,a- <-> ***,a- , ***,coraal,revai_v2-async,True,VLD_se0_ag3_m_02_1,del_restart,verbatim
27717,98,they <-> i,they , i,coraal,revai_v2-async,True,DCB_se2_ag3_m_03_2,is_lexical,morpho_syntax
27718,576,a <-> an,a , an,coraal,revai_v2-async,True,DCB_se2_ag3_m_03_2,is_lexical,morpho_syntax
27719,590,*** <-> i,*** , i,coraal,revai_v2-async,True,DCB_se2_ag3_m_03_2,is_lexical,morpho_syntax
27720,422,*** <-> um,*** , um,coraal,revai_v2-async,True,DCB_se2_ag3_m_03_2,filler_del,verbatim
27721,4611,*** <-> is,*** , is,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,cop_aux_del_19a,morpho_syntax
27722,5788,she <-> she's,she , she's,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,cop_aux_del_19a,morpho_syntax
27723,7353,daniel's <-> daniel,daniel's , daniel,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,cop_aux_del_19a,morpho_syntax
27724,7366,daniel's <-> daniel,daniel's , daniel,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,cop_aux_del_19a,morpho_syntax
27725,7374,daniel's <-> daniel,daniel's , daniel,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,cop_aux_del_19a,morpho_syntax
27726,7431,daniel's <-> daniel,daniel's , daniel,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,cop_aux_del_19a,morpho_syntax
27727,7470,daniel's <-> daniel,daniel's , daniel,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,cop_aux_del_19a,morpho_syntax
27728,806,*** <-> do,*** , do,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,invariant_be_19b,morpho_syntax
27729,3564,*** <-> do,*** , do,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,invariant_be_19b,morpho_syntax
27730,4061,do <-> ***,do , ***,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,invariant_be_19b,morpho_syntax
27731,7268,be <-> ***,be , ***,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,invariant_be_19b,morpho_syntax
27732,3437,i'll <-> i,i'll , i,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,future_ll_del_19c,morpho_syntax
27733,3442,i'll <-> i,i'll , i,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,future_ll_del_19c,morpho_syntax
27734,4417,i'll <-> i,i'll , i,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,future_ll_del_19c,morpho_syntax
27735,7450,i <-> i'll,i , i'll,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,future_ll_del_19c,morpho_syntax
27736,4254,finna <-> gonna,finna , gonna,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,finna_19i,morpho_syntax
27737,3488,beat <-> beats,beat , beats,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,final_s_del_20a_21b,morpho_syntax
27738,5027,cows <-> cow,cows , cow,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,final_s_del_20a_21b,morpho_syntax
27739,6266,places <-> place,places , place,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,final_s_del_20a_21b,morpho_syntax
27740,3900,miss <-> missed,miss , missed,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,stem_for_past_20e,morpho_syntax
27741,4341,walk <-> walked,walk , walked,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,stem_for_past_20e,morpho_syntax
27742,6014,opened <-> open,opened , open,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,stem_for_past_20e,morpho_syntax
27743,6050,opened <-> open,opened , open,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,stem_for_past_20e,morpho_syntax
27744,271,it <-> ***,it , ***,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,add_pronoun_21d,morpho_syntax
27745,487,it <-> ***,it , ***,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,add_pronoun_21d,morpho_syntax
27746,905,it <-> ***,it , ***,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,add_pronoun_21d,morpho_syntax
27747,1972,it <-> ***,it , ***,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,add_pronoun_21d,morpho_syntax
27748,2258,it <-> ***,it , ***,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,add_pronoun_21d,morpho_syntax
27749,3500,it <-> ***,it , ***,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,add_pronoun_21d,morpho_syntax
27750,5457,it <-> ***,it , ***,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,add_pronoun_21d,morpho_syntax
27751,5917,it <-> ***,it , ***,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,add_pronoun_21d,morpho_syntax
27752,6005,it <-> ***,it , ***,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,add_pronoun_21d,morpho_syntax
27753,7198,it <-> ***,it , ***,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,add_pronoun_21d,morpho_syntax
27754,7266,it <-> ***,it , ***,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,add_pronoun_21d,morpho_syntax
27755,1160,ain't <-> didn't,ain't , didn't,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,aint_sub_22a,morpho_syntax
27756,2784,there's <-> it's,there's , it's,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,it_there_sub_24a,morpho_syntax
27757,6229,there's <-> it's,there's , it's,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,it_there_sub_24a,morpho_syntax
27758,6623,*** <-> go,*** , go,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,gone_go_19n,morpho_syntax
27759,156,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27760,176,cause <-> because,cause , because,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27761,313,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27762,426,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27763,497,cause <-> because,cause , because,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27764,658,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27765,738,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27766,920,sposta <-> supposed to,sposta , supposed to,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27767,1144,cause <-> like cuz,cause , like cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27768,1239,'em <-> em,'em , em,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27769,1248,them <-> em,them , em,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27770,1557,why cause <-> because,why cause , because,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27771,1561,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27772,1660,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27773,2156,cause <-> because,cause , because,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27774,2321,ships cause <-> because,ships cause , because,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27775,2397,cause <-> because,cause , because,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27776,2533,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27777,2673,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27778,2721,whatchu <-> what,whatchu , what,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27779,3191,*** <-> gonna,*** , gonna,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27780,3193,gonna <-> ***,gonna , ***,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27781,3215,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27782,3377,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27783,3631,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27784,3710,why you don't- cause <-> because,why you don't- cause , because,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27785,3859,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27786,3933,whatchu <-> what you,whatchu , what you,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27787,4030,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27788,4266,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27789,4273,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27790,4286,cause <-> because,cause , because,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27791,4535,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27792,4700,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27793,4980,cause <-> because,cause , because,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27794,5158,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27795,5289,*** <-> because,*** , because,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27796,5417,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27797,5746,yeah cause <-> because,yeah cause , because,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27798,5932,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27799,5999,cause <-> because,cause , because,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27800,6055,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27801,6119,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27802,6154,cause <-> because,cause , because,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27803,6403,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27804,6866,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27805,6938,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27806,7037,cause <-> cuz,cause , cuz,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_red_form,morpho_syntax
27807,185,uh- <-> i,uh- , i,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_lexical,morpho_syntax
27808,604,a <-> the,a , the,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_lexical,morpho_syntax
27809,831,a <-> ***,a , ***,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_lexical,morpho_syntax
27810,1217,with <-> a,with , a,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_lexical,morpho_syntax
27811,1256,a <-> an,a , an,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_lexical,morpho_syntax
27812,1405,a <-> the,a , the,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_lexical,morpho_syntax
27813,2177,a <-> the,a , the,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_lexical,morpho_syntax
27814,2312,*** <-> a,*** , a,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_lexical,morpho_syntax
27815,2735,a <-> ***,a , ***,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_lexical,morpho_syntax
27816,3039,*** <-> a,*** , a,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_lexical,morpho_syntax
27817,3318,go go <-> gogo,go go , gogo,coraal,revai_v2-async,True,DCB_se1_ag1_f_01_1,is_lexical,morpho_syntax
